Strain	Length	Experiment	NormLength	Useq	Genome_Classification	Cluster	Phylum	Class	Color
MF140	5.582041322	mono2	5.68131142214211	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	6.35407438	mono1	6.09848916754709	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	6.578760331	mono1	6.3141373888815	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	5.120297521	mono2	5.21135604571277	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	5.664892562	mono2	5.76563607489871	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	4.83368595	mono1	4.63925658443419	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	6.016983471	mono2	6.12398851042267	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	5.933289256	mono2	6.03880589133802	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	6.016347107	mono1	5.77434657921691	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	5.983834711	mono1	5.74314195633098	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	6.150181818	mono1	5.90279794545277	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	5.884669421	mono1	5.64796547417251	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF140	5.706247934	mono2	5.80772690399819	Sequence_17	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	B	Actinobacteria	Actinobacteria	Actinobacteria
MF143	5.88361157	mono2	5.98824474558206	Sequence_70	NA	B	NA	NA	NA
MF143	6.713429752	mono1	6.44338988988359	Sequence_70	NA	B	NA	NA	NA
MF143	7.120421488	mono1	6.83401085917687	Sequence_70	NA	B	NA	NA	NA
MF143	6.024586777	mono2	6.13172703235972	Sequence_70	NA	B	NA	NA	NA
MF143	6.623917355	mono2	6.74171600628772	Sequence_70	NA	B	NA	NA	NA
MF143	5.827768595	mono2	5.93140866834568	Sequence_70	NA	B	NA	NA	NA
MF143	5.785363636	mono2	5.88824958656449	Sequence_70	NA	B	NA	NA	NA
MF143	7.288487603	mono1	6.9953167112118	Sequence_70	NA	B	NA	NA	NA
MF143	6.326495868	mono1	6.0720199689462	Sequence_70	NA	B	NA	NA	NA
MF143	5.33707438	mono1	5.12239680342286	Sequence_70	NA	B	NA	NA	NA
MF143	5.816942149	mono2	5.92038968661966	Sequence_70	NA	B	NA	NA	NA
MF143	6.122809917	mono2	6.2316969564449	Sequence_70	NA	B	NA	NA	NA
MF143	6.523801653	mono1	6.26138935944378	Sequence_70	NA	B	NA	NA	NA
MF143	6.491471074	mono1	6.23035924018162	Sequence_70	NA	B	NA	NA	NA
MF143	6.318570248	mono2	6.43093865681163	Sequence_70	NA	B	NA	NA	NA
MF143	6.848644628	mono1	6.57316590559609	Sequence_70	NA	B	NA	NA	NA
MF143	6.710338843	mono1	6.44042330908408	Sequence_70	NA	B	NA	NA	NA
MF143	5.714595041	mono2	5.81622245456927	Sequence_70	NA	B	NA	NA	NA
MF143	5.810595041	mono2	5.91392970270018	Sequence_70	NA	B	NA	NA	NA
MF157	3.004917355	mono1	2.88404806788582	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	3.676198347	mono1	3.52832756687592	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	5.747628099	mono1	5.51643647911481	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	2.975619835	mono1	2.85592900637178	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	6.897016529	mono2	7.01967193085401	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	3.557917355	mono1	3.41480428947942	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	3.91531405	mono1	3.75782512030807	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	4.743380165	mono1	4.55258324404604	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	7.019157025	mono2	7.14398455324468	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	3.451983471	mono1	3.31313147210044	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	3.451983471	mono1	3.31313147210044	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	6.713561983	mono2	6.83295485953354	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	6.595090909	mono2	6.71237691553715	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	6.648371901	mono2	6.76660544789137	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	6.255404959	mono2	6.36665004675347	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF157	6.631710744	mono2	6.74964799162942	Sequence_86	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia	D	Actinobacteria	Actinobacteria	Actinobacteria
MF160	6.719057851	mono2	6.83854846514157	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	6.794520661	mono2	6.91535329328038	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	6.84585124	mono2	6.96759672681221	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	2.907826446	mono1	2.79086252717708	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	6.744528926	mono2	6.86447251352892	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	6.885644628	mono2	7.00809779384644	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	6.844099174	mono2	6.96581350236009	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	5.520247934	mono2	5.61841911074455	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	2.742504132	mono1	2.63219010995511	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	2.431495868	mono1	2.33369178972902	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	2.723214876	mono1	2.6136767417238	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	6.886	mono2	7.00845948572334	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	2.614917355	mono1	2.50973536187947	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	2.807586777	mono1	2.69465488165767	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	7.077239669	mono2	7.20310012938434	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	2.870231405	mono1	2.75477970274342	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	2.714421488	mono1	2.60523705747446	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	2.859123967	mono1	2.74411904844963	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	6.839966942	mono2	6.96160778342927	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF160	3.064991736	mono1	2.94170602715188	Sequence_1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	A	Proteobacteria	Betaproteobacteria	Gammaproteobacteria
MF161	2.75307438	duo2	2.61943526806935	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	2.831768595	duo2	2.69430952633913	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	2.72907438	duo2	2.59660027062418	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	0.729619835	mono2	0.742595273537271	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.169504132	mono1	1.12246219572953	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.076289256	tir	1.144386811762	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	2.568239669	duo2	2.44357276167502	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	2.785809917	duo2	2.6505817640594	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	3.162785124	duo2	3.00925792609014	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.201644628	mono1	1.15330987785811	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	0.621818182	mono1	0.596806272688112	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.215884298	mono1	1.16697677378205	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.322446281	mono2	1.34596444705693	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.059917355	tir	1.1269790494124	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.331710744	mono1	1.27814423642143	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.317785124	mono2	1.34122039681134	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	0.705198347	mono1	0.676832568042997	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.142917355	mono1	1.09694484074785	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.322446281	mono1	1.26925242561316	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.618421488	mono2	1.64720322821262	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	2.01361157	mono2	2.04942130530479	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	0.999454545	mono1	0.959252654536633	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.686677686	mono1	1.61883304822352	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	0.926206612	tir	0.984808336449254	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.623727273	mono2	1.652603370416	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.877107438	mono2	1.91048960638585	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	0.661157025	tir	0.702988881191433	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	1.316157025	mono2	1.33956334396786	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF161	0.495867769	tir	0.527241661159393	Sequence_79	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	1.835380165	mono1	1.76155414387568	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	1.826818182	mono1	1.75333655663078	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	7.29031405	mono2	7.4199637899542	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	1.89746281	mono1	1.8211395870705	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	7.366809917	mono2	7.49782004680793	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	7.24577686	mono2	7.37463455792938	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	1.459231405	mono1	1.40053552793586	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	1.780297521	mono1	1.70868713482536	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	1.418652893	mono1	1.36158923913476	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	7.512561983	mono2	7.64616414345642	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	7.455553719	mono2	7.58814205391308	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	2.119214876	mono1	2.0339719354986	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	7.688512397	mono2	7.82524363053386	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	7.77185124	mono2	7.91006455774161	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	8.090090909	mono2	8.23396374840912	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	1.284	mono1	1.23235260131319	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	7.764289256	mono2	7.90236809266817	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	1.463016529	mono1	1.40416839974871	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF162	1.739958678	mono1	1.66997087461897	Sequence_75	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	D	Actinobacteria	Actinobacteria	Actinobacteria
MF164	5.287041322	mono1	5.07437626667991	Sequence_92	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	D	Actinobacteria	Actinobacteria	Actinobacteria
MF164	7.544404959	mono2	7.67857340967786	Sequence_92	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	D	Actinobacteria	Actinobacteria	Actinobacteria
